DHX38|DHX38	12:1162334	817592	94	119	0.495833	7.49893e-07	1.34695	0.251054	5.63164261011798e-06
LOC113844801|LOC113844801	12:1237887	132054	55	55	0.229167	1.83183e-06	1.87401	0.364268	2.05309682416503e-06
LOC113844801|LOC113844801	12:1815191	709358	80	110	0.458333	7.68007e-07	1.69671	0.31659	2.05309682416503e-06
PSMD7|PSMD7	12:315257	-794487	20	20	0.0833333	3.29253e-07	2.19905	0.395146	2.17346947366366e-06
PSMD7|PSMD7	12:1109212	-532	20	20	0.0833333	3.29253e-07	2.19905	0.395146	2.17346947366366e-06
PSMD7|PSMD7	12:1110462	718	20	20	0.0833333	3.29253e-07	2.19905	0.395146	2.17346947366366e-06
PSMD7|PSMD7	12:1114563	4819	25	40	0.166667	7.43427e-08	1.56711	0.264719	2.17346947366366e-06
PSMD7|PSMD7	12:1156651	46907	15	15	0.0625	1.67608e-06	-2.41696	0.467793	2.17346947366366e-06
PSMD7|PSMD7	12:1223832	114088	20	20	0.0833333	3.29253e-07	2.19905	0.395146	2.17346947366366e-06
PSMD7|PSMD7	12:1235603	125859	20	20	0.0833333	3.29253e-07	2.19905	0.395146	2.17346947366366e-06
PSMD7|PSMD7	12:1237887	128143	55	55	0.229167	8.17918e-08	0.970124	0.164501	2.17346947366366e-06
PSMD7|PSMD7	12:1247959	138215	20	20	0.0833333	3.29253e-07	2.19905	0.395146	2.17346947366366e-06
PSMD7|PSMD7	12:1248385	138641	20	20	0.0833333	3.29253e-07	2.19905	0.395146	2.17346947366366e-06
PSMD7|PSMD7	12:1248521	138777	20	20	0.0833333	3.29253e-07	2.19905	0.395146	2.17346947366366e-06
PSMD7|PSMD7	12:1298007	188263	15	15	0.0625	1.67608e-06	-2.41696	0.467793	2.17346947366366e-06
PSMD7|PSMD7	12:1298599	188855	20	20	0.0833333	3.80398e-09	-1.81286	0.27433	2.17346947366366e-06
PSMD7|PSMD7	12:1326063	216319	15	15	0.0625	4.15085e-07	1.74596	0.316919	2.17346947366366e-06
PSMD7|PSMD7	12:1348833	239089	15	15	0.0625	1.67608e-06	-2.41696	0.467793	2.17346947366366e-06
PSMD7|PSMD7	12:1351285	241541	15	15	0.0625	1.67608e-06	-2.41696	0.467793	2.17346947366366e-06
PSMD7|PSMD7	12:1410652	300908	45	45	0.1875	3.89152e-08	1.00869	0.166126	2.17346947366366e-06
PSMD7|PSMD7	12:1410830	301086	45	45	0.1875	3.89152e-08	1.00869	0.166126	2.17346947366366e-06
PSMD7|PSMD7	12:1413059	303315	75	100	0.416667	1.81859e-06	0.859778	0.167064	2.17346947366366e-06
PSMD7|PSMD7	12:1427334	317590	45	45	0.1875	3.89152e-08	1.00869	0.166126	2.17346947366366e-06
PSMD7|PSMD7	12:1451771	342027	70	90	0.375	2.88384e-09	-1.23468	0.185071	2.17346947366366e-06
PSMD7|PSMD7	12:1456455	346711	55	56	0.233333	2.08615e-07	0.854498	0.150577	2.17346947366366e-06
PSMD7|PSMD7	12:1456662	346918	40	40	0.166667	8.5538e-07	1.26314	0.236856	2.17346947366366e-06
PSMD7|PSMD7	12:1456804	347060	40	40	0.166667	8.5538e-07	1.26314	0.236856	2.17346947366366e-06
PSMD7|PSMD7	12:1457045	347301	40	40	0.166667	8.5538e-07	1.26314	0.236856	2.17346947366366e-06
PSMD7|PSMD7	12:1459966	350222	40	40	0.166667	8.5538e-07	1.26314	0.236856	2.17346947366366e-06
PSMD7|PSMD7	12:1479208	369464	35	35	0.145833	2.15687e-07	1.20263	0.212223	2.17346947366366e-06
PSMD7|PSMD7	12:1629348	519604	55	75	0.3125	2.13885e-09	1.94272	0.288269	2.17346947366366e-06
PSMD7|PSMD7	12:1630044	520300	45	50	0.208333	1.28715e-07	1.18168	0.20409	2.17346947366366e-06
PSMD7|PSMD7	12:1630194	520450	55	75	0.3125	2.13885e-09	1.94272	0.288269	2.17346947366366e-06
PSMD7|PSMD7	12:1630354	520610	55	60	0.25	2.96279e-07	1.21834	0.217927	2.17346947366366e-06
PSMD7|PSMD7	12:1631013	521269	55	60	0.25	2.96279e-07	1.21834	0.217927	2.17346947366366e-06
PSMD7|PSMD7	12:1631391	521647	30	35	0.145833	1.29723e-07	-1.94085	0.335316	2.17346947366366e-06
PSMD7|PSMD7	12:1633287	523543	30	35	0.145833	1.29723e-07	-1.94085	0.335316	2.17346947366366e-06
PSMD7|PSMD7	12:1805306	695562	45	50	0.208333	1.75719e-10	1.37918	0.188896	2.17346947366366e-06
PSMD7|PSMD7	12:1805453	695709	65	80	0.333333	1.69646e-14	2.19568	0.235101	2.17346947366366e-06
PSMD7|PSMD7	12:1806176	696432	70	85	0.354167	1.00777e-09	2.54905	0.368919	2.17346947366366e-06
PSMD7|PSMD7	12:1807163	697419	70	90	0.375	1.22351e-06	-0.857352	0.163468	2.17346947366366e-06
PSMD7|PSMD7	12:1813492	703748	65	80	0.333333	1.69646e-14	2.19568	0.235101	2.17346947366366e-06
PSMD7|PSMD7	12:1814434	704690	85	115	0.479167	2.51272e-08	1.78689	0.28943	2.17346947366366e-06
PSMD7|PSMD7	12:1814443	704699	65	80	0.333333	1.69646e-14	2.19568	0.235101	2.17346947366366e-06
PSMD7|PSMD7	12:1815191	705447	80	110	0.458333	2.41329e-07	0.825413	0.146352	2.17346947366366e-06
PSMD7|PSMD7	12:1815668	705924	55	60	0.25	2.24743e-08	1.54521	0.249238	2.17346947366366e-06
PSMD7|PSMD7	12:1815886	706142	75	95	0.395833	1.33923e-06	-0.885262	0.169512	2.17346947366366e-06
PSMD7|PSMD7	12:1816149	706405	65	80	0.333333	1.44276e-07	2.16462	0.375617	2.17346947366366e-06
PSMD7|PSMD7	12:1816251	706507	38	43	0.179167	6.77056e-07	0.964077	0.178858	2.17346947366366e-06
PSMD7|PSMD7	12:1877407	767663	70	90	0.375	9.37804e-11	1.74381	0.234346	2.17346947366366e-06
PSMD7|PSMD7	12:1882302	772558	40	45	0.1875	5.56104e-09	1.53574	0.235486	2.17346947366366e-06
PSMD7|PSMD7	12:1907408	797664	65	80	0.333333	2.47851e-08	1.40631	0.227669	2.17346947366366e-06
WWP2|WWP2	12:1159550	42191	30	35	0.145833	1.7069e-07	-2.51293	0.439111	1.77664613504062e-06
NOB1|NOB1	12:1632705	483706	65	80	0.333333	8.04895e-07	1.24271	0.232375	1.76108620356498e-06
NOB1|NOB1	12:1805596	656597	55	65	0.270833	1.69451e-06	-1.61167	0.312098	1.76108620356498e-06
NOB1|NOB1	12:1806530	657531	50	60	0.25	2.10736e-07	-1.69293	0.298451	1.76108620356498e-06
NOB1|NOB1	12:1806544	657545	50	60	0.25	2.10736e-07	-1.69293	0.298451	1.76108620356498e-06
NOB1|NOB1	12:1815668	666669	55	60	0.25	6.36083e-07	1.40546	0.26001	1.76108620356498e-06
NOB1|NOB1	12:1816036	667037	50	60	0.25	2.10736e-07	-1.69293	0.298451	1.76108620356498e-06
NOB1|NOB1	12:1816161	667162	50	60	0.25	2.10736e-07	-1.69293	0.298451	1.76108620356498e-06
NOB1|NOB1	12:1907408	758409	65	80	0.333333	6.56578e-07	1.28097	0.237319	1.76108620356498e-06
NFAT5|NFAT5	12:1219805	63579	65	81	0.3375	3.88254e-07	0.959306	0.173619	1.94123902218789e-06
LOC101802322|LOC101802322	12:263941	-955476	30	35	0.145833	1.63759e-06	-3.34684	0.647044	1.86728185519071e-06
LOC101802322|LOC101802322	12:264905	-954512	30	35	0.145833	1.63759e-06	-3.34684	0.647044	1.86728185519071e-06
LOC101802322|LOC101802322	12:314263	-905154	30	35	0.145833	1.63759e-06	-3.34684	0.647044	1.86728185519071e-06
LOC101802322|LOC101802322	12:328046	-891371	95	120	0.5	1.46275e-06	-1.99697	0.383992	1.86728185519071e-06
LOC101802322|LOC101802322	12:1118184	-101233	30	35	0.145833	1.63759e-06	-3.34684	0.647044	1.86728185519071e-06
LOC101802322|LOC101802322	12:1159783	-59634	95	120	0.5	1.46275e-06	1.99697	0.383992	1.86728185519071e-06
LOC101802322|LOC101802322	12:1242453	23036	90	115	0.479167	2.55034e-08	1.89227	0.30667	1.86728185519071e-06
DEF8|DEF8	12:1118354	-216718	85	110	0.458333	7.62351e-07	-1.17665	0.219477	1.88911555664763e-06
DEF8|DEF8	12:1118355	-216717	85	110	0.458333	7.62351e-07	-1.17665	0.219477	1.88911555664763e-06
DEF8|DEF8	12:1160681	-174391	79	109	0.454167	3.50113e-07	0.912073	0.164328	1.88911555664763e-06
DEF8|DEF8	12:1177337	-157735	63	88	0.366667	1.52407e-07	-0.942967	0.164	1.88911555664763e-06
